Trade#,Symbol,Type,Side,Entry Time,Entry Price,Entry Fee,Exit Time,Exit Price,Exit Fee,Size,Gross P&L,Net P&L,Return %,Hold Hours,Exit Reason,Peak Price,Peak ROC
2213,CVX-USD,roc_momentum,buy,2026-01-03 23:09:00+00:00,2.4,0.25,2026-01-03 23:15:00+00:00,2.42,0.2520833333333333,10.416666666666668,0.20833333333333354,-0.2937499999999998,0.8333333333333341,0.1,roc_peak_drop,2.425,1.041666666666674
2214,CVX-USD,roc_momentum,buy,2026-01-03 23:15:00+00:00,2.42,0.25,2026-01-03 23:19:00+00:00,2.44,0.25206611570247933,10.330578512396695,0.20661157024793408,-0.29545454545454525,0.8264462809917363,0.06666666666666667,roc_peak_drop,2.456,1.9510170195101706
2215,CVX-USD,roc_momentum,buy,2026-01-03 23:19:00+00:00,2.44,0.25,2026-01-03 23:21:00+00:00,2.427,0.24866803278688526,10.245901639344263,-0.1331967213114744,-0.6318647540983596,-0.5327868852458976,0.03333333333333333,roc_peak_drop,2.44,0.7024793388429762
2216,CVX-USD,roc_momentum,buy,2026-01-03 23:21:00+00:00,2.427,0.25,2026-01-03 23:22:00+00:00,2.433,0.2506180469715698,10.300782859497321,0.0618046971569817,-0.43881334981458814,0.2472187886279268,0.016666666666666666,roc_reversal,2.433,-0.5314799672935577
2217,CVX-USD,roc_momentum,buy,2026-01-03 23:22:00+00:00,2.433,0.25,2026-01-03 23:23:00+00:00,2.418,0.24845869297163997,10.275380189066997,-0.15413070283600167,-0.6525893958076416,-0.6165228113440067,0.016666666666666666,roc_reversal,2.433,-0.5314799672935577
2218,CVX-USD,roc_momentum,buy,2026-01-03 23:23:00+00:00,2.418,0.25,2026-01-03 23:24:00+00:00,2.42,0.25020678246484696,10.339123242349048,0.02067824648469582,-0.47952853598015116,0.08271298593878328,0.016666666666666666,roc_reversal,2.42,-0.8196721311475419
2219,CVX-USD,roc_momentum,buy,2026-01-03 23:24:00+00:00,2.42,0.25,2026-01-03 23:25:00+00:00,2.423,0.2503099173553719,10.330578512396695,0.03099173553719126,-0.46931818181818064,0.12396694214876504,0.016666666666666666,roc_reversal,2.423,-0.5744768157570745
2220,CVX-USD,roc_momentum,buy,2026-01-03 23:25:00+00:00,2.423,0.25,2026-01-03 23:26:00+00:00,2.405,0.2481427981840693,10.317787866281469,-0.1857201815930689,-0.6838629797771382,-0.7428807263722756,0.016666666666666666,roc_reversal,2.423,-0.5744768157570745
2221,CVX-USD,roc_momentum,buy,2026-01-03 23:26:00+00:00,2.405,0.25,2026-01-03 23:27:00+00:00,2.405,0.25,10.395010395010395,0.0,-0.5,0.0,0.016666666666666666,roc_reversal,2.405,-0.9064688916357699
2222,CVX-USD,roc_momentum,buy,2026-01-03 23:27:00+00:00,2.405,0.25,2026-01-03 23:28:00+00:00,2.408,0.2503118503118503,10.395010395010395,0.03118503118503237,-0.469126819126818,0.12474012474012948,0.016666666666666666,roc_reversal,2.408,-0.41356492969397696
2223,CVX-USD,roc_momentum,buy,2026-01-03 23:28:00+00:00,2.408,0.25,2026-01-03 23:29:00+00:00,2.405,0.24968853820598005,10.382059800664452,-0.031146179401994538,-0.5308347176079746,-0.12458471760797815,0.016666666666666666,roc_reversal,2.408,-0.41356492969397696
2224,CVX-USD,roc_momentum,buy,2026-01-03 23:29:00+00:00,2.405,0.25,2026-01-03 23:30:00+00:00,2.41,0.25051975051975056,10.395010395010395,0.05197505197505549,-0.4485446985446951,0.20790020790022196,0.016666666666666666,roc_reversal,2.41,-0.5365249690466367
2225,CVX-USD,roc_momentum,buy,2026-01-03 23:30:00+00:00,2.41,0.25,2026-01-03 23:32:00+00:00,2.398,0.2487551867219917,10.373443983402488,-0.12448132780082997,-0.6232365145228217,-0.4979253112033199,0.03333333333333333,roc_peak_drop,2.41,0.041580041580058236
2226,CVX-USD,roc_momentum,buy,2026-01-03 23:32:00+00:00,2.398,0.25,2026-01-03 23:33:00+00:00,2.395,0.24968723936613843,10.42535446205171,-0.031276063386156315,-0.5309633027522948,-0.12510425354462526,0.016666666666666666,roc_reversal,2.398,-0.2910602910602744
2227,CVX-USD,roc_momentum,buy,2026-01-03 23:33:00+00:00,2.395,0.25,2026-01-03 23:34:00+00:00,2.395,0.25,10.438413361169102,0.0,-0.5,0.0,0.016666666666666666,roc_reversal,2.395,-0.4158004158004047
2228,CVX-USD,roc_momentum,buy,2026-01-03 23:34:00+00:00,2.395,0.25,2026-01-03 23:35:00+00:00,2.394,0.2498956158663883,10.438413361169102,-0.010438413361167952,-0.5103340292275562,-0.04175365344467181,0.016666666666666666,roc_reversal,2.395,-0.4158004158004047
2229,CVX-USD,roc_momentum,buy,2026-01-03 23:35:00+00:00,2.394,0.25,2026-01-03 23:36:00+00:00,2.396,0.2502088554720133,10.442773600668337,0.020885547201334374,-0.479323308270679,0.0835421888053375,0.016666666666666666,roc_reversal,2.396,-0.4156275976724966
2230,CVX-USD,roc_momentum,buy,2026-01-03 23:36:00+00:00,2.396,0.25,2026-01-03 23:37:00+00:00,2.385,0.2488522537562604,10.434056761268781,-0.11477462437395786,-0.6136268781302183,-0.4590984974958314,0.016666666666666666,roc_reversal,2.396,-0.4156275976724966
2231,CVX-USD,roc_momentum,buy,2026-01-03 23:37:00+00:00,2.385,0.25,2026-01-03 23:38:00+00:00,2.376,0.2490566037735849,10.482180293501049,-0.09433962264150836,-0.5933962264150933,-0.37735849056603343,0.016666666666666666,roc_reversal,2.385,-0.5421184320267058
2232,CVX-USD,roc_momentum,buy,2026-01-03 23:38:00+00:00,2.376,0.25,2026-01-03 23:39:00+00:00,2.369,0.24926346801346805,10.521885521885523,-0.07365319865319522,-0.5729166666666633,-0.2946127946127809,0.016666666666666666,roc_reversal,2.376,-0.7933194154488565
2233,CVX-USD,roc_momentum,buy,2026-01-03 23:39:00+00:00,2.369,0.25,2026-01-03 23:40:00+00:00,2.372,0.2503165892781764,10.552975939214857,0.03165892781764108,-0.46865766146053534,0.12663571127056433,0.016666666666666666,roc_reversal,2.372,-0.9189640768588192
2234,CVX-USD,roc_momentum,buy,2026-01-03 23:40:00+00:00,2.372,0.25,2026-01-03 23:41:00+00:00,2.364,0.24915682967959527,10.539629005059023,-0.08431703204047225,-0.5834738617200675,-0.337268128161889,0.016666666666666666,roc_reversal,2.372,-0.9189640768588192
2235,CVX-USD,roc_momentum,buy,2026-01-03 23:41:00+00:00,2.364,0.25,2026-01-03 23:42:00+00:00,2.369,0.2505287648054146,10.575296108291033,0.052876480541458735,-0.44765228426395587,0.21150592216583494,0.016666666666666666,roc_reversal,2.369,-0.6708595387840521
2236,CVX-USD,roc_momentum,buy,2026-01-03 23:43:00+00:00,2.386,0.25,2026-01-03 23:45:00+00:00,2.395,0.25094300083822296,10.477787091366302,0.09430008382229564,-0.4066429170159273,0.37720033528918256,0.03333333333333333,roc_peak_drop,2.402,1.3929928239763578
2237,CVX-USD,roc_momentum,buy,2026-01-03 23:45:00+00:00,2.395,0.25,2026-01-03 23:48:00+00:00,2.405,0.2510438413361169,10.438413361169102,0.1043841336116888,-0.3966597077244281,0.4175365344467552,0.05,roc_peak_drop,2.405,1.6920473773265776
